row_id,order_id,order_date,ship_date,customer_id,product_key,location_id,ship_mode_id,sales,shipping_days
43,CA-2017-101343,2017-07-17,2017-07-22,RA-19885,42,14,2,77.88,5
44,CA-2018-139619,2018-09-19,2018-09-23,ES-14080,43,19,2,95.62,4
45,CA-2017-118255,2017-03-11,2017-03-13,ON-18715,44,20,3,45.98,2
46,CA-2017-118255,2017-03-11,2017-03-13,ON-18715,45,20,3,17.46,2
47,CA-2015-146703,2015-10-20,2015-10-25,PO-18865,46,21,1,211.96,5
48,CA-2017-169194,2017-06-20,2017-06-25,LH-16900,47,22,2,45.0,5
49,CA-2017-169194,2017-06-20,2017-06-25,LH-16900,48,22,2,21.8,5
50,CA-2016-115742,2016-04-18,2016-04-22,DP-13000,49,23,2,38.22,4
51,CA-2016-115742,2016-04-18,2016-04-22,DP-13000,50,23,2,75.18,4
52,CA-2016-115742,2016-04-18,2016-04-22,DP-13000,51,23,2,6.16,4
53,CA-2016-115742,2016-04-18,2016-04-22,DP-13000,52,23,2,89.99,4
54,CA-2017-105816,2017-12-11,2017-12-17,JM-15265,53,24,2,15.26,6
55,CA-2017-105816,2017-12-11,2017-12-17,JM-15265,54,24,2,1029.95,6
56,CA-2017-111682,2017-06-17,2017-06-18,TB-21055,55,25,3,208.56,1
57,CA-2017-111682,2017-06-17,2017-06-18,TB-21055,56,25,3,32.4,1
58,CA-2017-111682,2017-06-17,2017-06-18,TB-21055,57,25,3,319.41,1
59,CA-2017-111682,2017-06-17,2017-06-18,TB-21055,58,25,3,14.56,1
60,CA-2017-111682,2017-06-17,2017-06-18,TB-21055,47,25,3,30.0,1
61,CA-2017-111682,2017-06-17,2017-06-18,TB-21055,59,25,3,48.48,1
62,CA-2017-111682,2017-06-17,2017-06-18,TB-21055,60,25,3,1.68,1
63,CA-2016-135545,2016-11-24,2016-11-30,KM-16720,61,26,2,13.98,6
64,CA-2016-135545,2016-11-24,2016-11-30,KM-16720,62,26,2,25.82,6
65,CA-2016-135545,2016-11-24,2016-11-30,KM-16720,63,26,2,146.73,6
66,CA-2016-135545,2016-11-24,2016-11-30,KM-16720,64,26,2,79.76,6
67,US-2016-164175,2016-04-30,2016-05-05,PS-18970,65,27,2,213.12,5
68,CA-2015-106376,2015-12-05,2015-12-10,BS-11590,66,28,2,1113.02,5
69,CA-2015-106376,2015-12-05,2015-12-10,BS-11590,67,28,2,167.97,5
70,CA-2017-119823,2017-06-04,2017-06-06,KD-16270,68,29,3,75.88,2
71,CA-2017-106075,2017-09-18,2017-09-23,HM-14980,69,30,2,4.62,5
72,CA-2018-114440,2018-09-14,2018-09-17,TB-21520,70,31,1,19.05,3
73,US-2016-134026,2016-04-26,2016-05-02,JE-15745,71,32,2,831.94,6
74,US-2016-134026,2016-04-26,2016-05-02,JE-15745,72,32,2,97.04,6
75,US-2016-134026,2016-04-26,2016-05-02,JE-15745,73,32,2,72.78,6
76,US-2018-118038,2018-12-09,2018-12-11,KB-16600,74,17,3,1.25,2
77,US-2018-118038,2018-12-09,2018-12-11,KB-16600,75,17,3,9.71,2
78,US-2018-118038,2018-12-09,2018-12-11,KB-16600,76,17,3,27.24,2
79,US-2015-147606,2015-11-26,2015-12-01,JE-15745,77,33,1,19.3,5
80,CA-2017-127208,2017-06-12,2017-06-15,SC-20770,78,34,3,208.16,3
81,CA-2017-127208,2017-06-12,2017-06-15,SC-20770,79,34,3,16.74,3
82,CA-2015-139451,2015-10-12,2015-10-16,DN-13690,80,35,2,14.9,4
83,CA-2015-139451,2015-10-12,2015-10-16,DN-13690,81,35,2,21.39,4
84,CA-2016-149734,2016-09-03,2016-09-08,JC-16105,82,36,2,200.98,5
85,US-2018-119662,2018-11-13,2018-11-16,CS-12400,83,37,3,230.38,3
86,CA-2018-140088,2018-05-28,2018-05-30,PO-18865,84,38,1,301.96,2
87,CA-2018-155558,2018-10-26,2018-11-02,PG-18895,85,39,2,19.99,7
88,CA-2018-155558,2018-10-26,2018-11-02,PG-18895,86,39,2,6.16,7
89,CA-2017-159695,2017-04-05,2017-04-10,GM-14455,87,15,1,158.37,5
90,CA-2017-109806,2017-09-17,2017-09-22,JS-15685,88,2,2,20.1,5
91,CA-2017-109806,2017-09-17,2017-09-22,JS-15685,41,2,2,73.58,5
92,CA-2017-109806,2017-09-17,2017-09-22,JS-15685,89,2,2,6.48,5
93,CA-2016-149587,2016-01-31,2016-02-05,KB-16315,90,40,1,12.96,5
94,CA-2016-149587,2016-01-31,2016-02-05,KB-16315,91,40,1,53.34,5
95,CA-2016-149587,2016-01-31,2016-02-05,KB-16315,92,40,1,32.96,5
96,US-2018-109484,2018-11-06,2018-11-12,RB-19705,93,41,2,5.68,6
97,CA-2018-161018,2018-11-09,2018-11-11,PN-18775,94,30,1,96.53,2
98,CA-2018-157833,2018-06-17,2018-06-20,KD-16345,95,35,3,51.31,3
99,CA-2017-149223,2017-09-06,2017-09-11,ER-13855,96,42,2,77.88,5
100,CA-2017-158568,2017-08-29,2017-09-02,RB-19465,97,27,2,64.62,4
101,CA-2017-158568,2017-08-29,2017-09-02,RB-19465,98,27,2,95.98,4
102,CA-2017-158568,2017-08-29,2017-09-02,RB-19465,99,27,2,1.79,4
103,CA-2017-129903,2017-12-01,2017-12-04,GZ-14470,100,39,1,23.92,3
104,US-2016-156867,2016-11-13,2016-11-17,LC-16870,101,43,2,238.9,4
105,US-2016-156867,2016-11-13,2016-11-17,LC-16870,102,43,2,102.36,4
106,US-2016-156867,2016-11-13,2016-11-17,LC-16870,103,43,2,36.88,4
107,CA-2018-119004,2018-11-23,2018-11-28,JM-15250,104,44,2,74.11,5
108,CA-2018-119004,2018-11-23,2018-11-28,JM-15250,105,44,2,27.99,5
109,CA-2018-119004,2018-11-23,2018-11-28,JM-15250,106,44,2,3.3,5
110,CA-2016-129476,2016-10-15,2016-10-20,PA-19060,107,45,2,339.96,5
111,CA-2018-146780,2018-12-25,2018-12-30,CV-12805,108,46,2,41.96,5
112,CA-2017-128867,2017-11-03,2017-11-10,CL-12565,109,47,2,75.96,7
113,CA-2017-128867,2017-11-03,2017-11-10,CL-12565,110,47,2,27.24,7
114,CA-2015-115259,2015-08-25,2015-08-27,RC-19960,111,48,1,40.1,2
115,CA-2015-115259,2015-08-25,2015-08-27,RC-19960,112,48,1,4.72,2
116,CA-2015-115259,2015-08-25,2015-08-27,RC-19960,113,48,1,23.98,2
117,CA-2015-115259,2015-08-25,2015-08-27,RC-19960,114,48,1,130.46,2
118,CA-2016-110457,2016-03-02,2016-03-06,DK-13090,115,6,2,787.53,4
119,US-2016-136476,2016-04-05,2016-04-10,GG-14650,116,49,2,157.79,5
120,CA-2017-103730,2017-06-12,2017-06-15,SC-20725,117,50,3,47.04,3
121,CA-2017-103730,2017-06-12,2017-06-15,SC-20725,9,50,3,30.84,3
122,CA-2017-103730,2017-06-12,2017-06-15,SC-20725,118,50,3,226.56,3
123,CA-2017-103730,2017-06-12,2017-06-15,SC-20725,119,50,3,115.02,3
124,CA-2017-103730,2017-06-12,2017-06-15,SC-20725,120,50,3,68.04,3
125,US-2015-152030,2015-12-26,2015-12-28,AD-10180,121,17,1,600.56,2
126,US-2015-134614,2015-09-20,2015-09-25,PF-19165,122,51,2,617.7,5
127,US-2018-107272,2018-11-05,2018-11-12,TS-21610,123,52,2,2.39,7
128,US-2018-107272,2018-11-05,2018-11-12,TS-21610,124,52,2,243.99,7
129,US-2017-125969,2017-11-06,2017-11-10,LS-16975,125,26,1,81.42,4
130,US-2017-125969,2017-11-06,2017-11-10,LS-16975,126,26,1,238.56,4
131,US-2018-164147,2018-02-02,2018-02-05,DW-13585,127,48,3,59.97,3
132,US-2018-164147,2018-02-02,2018-02-05,DW-13585,128,48,3,78.3,3
133,US-2018-164147,2018-02-02,2018-02-05,DW-13585,129,48,3,21.46,3
134,CA-2017-145583,2017-10-13,2017-10-19,LC-16885,130,53,2,20.04,6
135,CA-2017-145583,2017-10-13,2017-10-19,LC-16885,131,53,2,35.44,6
136,CA-2017-145583,2017-10-13,2017-10-19,LC-16885,132,53,2,11.52,6
137,CA-2017-145583,2017-10-13,2017-10-19,LC-16885,133,53,2,4.02,6
138,CA-2017-145583,2017-10-13,2017-10-19,LC-16885,134,53,2,76.18,6
139,CA-2017-145583,2017-10-13,2017-10-19,LC-16885,135,53,2,65.88,6
140,CA-2017-145583,2017-10-13,2017-10-19,LC-16885,51,53,2,43.12,6
141,CA-2017-110366,2017-09-05,2017-09-07,JD-15895,29,12,1,82.8,2
142,CA-2018-106180,2018-09-18,2018-09-23,SH-19975,136,35,2,8.82,5
143,CA-2018-106180,2018-09-18,2018-09-23,SH-19975,137,35,2,10.86,5
144,CA-2018-106180,2018-09-18,2018-09-23,SH-19975,138,35,2,143.7,5
145,CA-2018-155376,2018-12-22,2018-12-27,SG-20080,139,54,2,839.43,5
146,CA-2016-110744,2016-09-07,2016-09-12,HA-14920,83,55,2,671.93,5
147,CA-2015-110072,2015-10-22,2015-10-28,MG-17680,140,56,2,93.89,6
148,CA-2017-114489,2017-12-05,2017-12-09,JE-16165,141,57,2,384.45,4
149,CA-2017-114489,2017-12-05,2017-12-09,JE-16165,142,57,2,149.97,4
150,CA-2017-114489,2017-12-05,2017-12-09,JE-16165,2,57,2,1951.84,4
151,CA-2017-114489,2017-12-05,2017-12-09,JE-16165,143,57,2,171.55,4
152,CA-2017-158834,2017-03-13,2017-03-16,TW-21025,144,58,3,157.92,3
153,CA-2017-158834,2017-03-13,2017-03-16,TW-21025,145,58,3,203.18,3
154,CA-2016-124919,2016-05-31,2016-06-02,SP-20650,146,59,3,58.38,2
155,CA-2016-124919,2016-05-31,2016-06-02,SP-20650,147,59,3,105.52,2
156,CA-2016-124919,2016-05-31,2016-06-02,SP-20650,148,59,3,80.88,2
157,CA-2016-118948,2016-05-28,2016-06-03,NK-18490,149,60,2,6.63,6
158,CA-2015-104269,2015-03-01,2015-03-06,DB-13060,121,61,1,457.57,5
159,CA-2017-114104,2017-11-20,2017-11-24,NP-18670,150,62,2,14.62,4
160,CA-2017-114104,2017-11-20,2017-11-24,NP-18670,151,62,2,944.93,4
161,CA-2017-162733,2017-05-11,2017-05-12,TT-21070,152,63,3,5.98,1
162,CA-2016-119697,2016-12-28,2016-12-31,EM-13960,153,64,1,54.38,3
163,CA-2017-154508,2017-11-16,2017-11-20,RD-19900,154,65,2,28.4,4
164,CA-2017-113817,2017-11-07,2017-11-11,MJ-17740,155,61,2,27.68,4
165,CA-2015-139892,2015-09-08,2015-09-12,BM-11140,156,66,2,9.94,4
166,CA-2015-139892,2015-09-08,2015-09-12,BM-11140,157,66,2,8159.95,4
167,CA-2015-139892,2015-09-08,2015-09-12,BM-11140,158,66,2,275.93,4
168,CA-2015-139892,2015-09-08,2015-09-12,BM-11140,159,66,2,1740.06,4
169,CA-2015-139892,2015-09-08,2015-09-12,BM-11140,160,66,2,32.06,4
170,CA-2015-139892,2015-09-08,2015-09-12,BM-11140,161,66,2,177.98,4
171,CA-2015-139892,2015-09-08,2015-09-12,BM-11140,162,66,2,143.98,4
172,CA-2015-118962,2015-08-05,2015-08-09,CS-12130,163,26,2,20.94,4
173,CA-2015-118962,2015-08-05,2015-08-09,CS-12130,164,26,2,110.96,4
174,CA-2015-118962,2015-08-05,2015-08-09,CS-12130,165,26,2,340.14,4
175,US-2015-100853,2015-09-14,2015-09-19,JB-15400,166,37,2,52.45,5
176,US-2015-100853,2015-09-14,2015-09-19,JB-15400,167,37,2,20.16,5
177,US-2018-152366,2018-04-21,2018-04-25,SJ-20500,168,67,1,97.26,4
178,US-2016-101511,2016-11-21,2016-11-23,JE-15745,169,56,1,396.8,2
179,US-2016-101511,2016-11-21,2016-11-23,JE-15745,170,56,1,15.88,2
180,CA-2016-137225,2016-12-15,2016-12-19,JK-15640,171,30,2,3.28,4
181,CA-2015-166191,2015-12-05,2015-12-09,DK-13150,172,68,1,24.82,4
182,CA-2015-166191,2015-12-05,2015-12-09,DK-13150,173,68,1,408.74,4
183,CA-2015-158274,2015-11-19,2015-11-24,RM-19675,174,69,1,503.96,5
184,CA-2015-158274,2015-11-19,2015-11-24,RM-19675,175,69,1,149.95,5
185,CA-2015-158274,2015-11-19,2015-11-24,RM-19675,176,69,1,29.0,5
186,CA-2017-105018,2017-11-28,2017-12-02,SK-19990,177,70,2,7.16,4
187,CA-2015-123260,2015-08-26,2015-08-30,FM-14290,178,4,2,176.8,4
188,CA-2017-157000,2017-07-16,2017-07-22,AM-10360,179,71,2,37.22,6
189,CA-2017-157000,2017-07-16,2017-07-22,AM-10360,146,71,2,20.02,6
190,CA-2016-102281,2016-10-12,2016-10-14,MP-17470,180,46,3,899.14,2
191,CA-2016-102281,2016-10-12,2016-10-14,MP-17470,181,46,3,71.76,2
192,CA-2016-102281,2016-10-12,2016-10-14,MP-17470,182,46,3,51.84,2
193,CA-2016-102281,2016-10-12,2016-10-14,MP-17470,38,46,3,626.35,2
194,CA-2016-102281,2016-10-12,2016-10-14,MP-17470,183,46,3,19.9,2
195,CA-2016-131457,2016-10-31,2016-11-06,MZ-17515,30,72,2,14.28,6
196,CA-2015-140004,2015-03-21,2015-03-25,CB-12025,184,73,2,7.41,4
197,CA-2015-140004,2015-03-21,2015-03-25,CB-12025,185,73,2,6.05,4
198,CA-2018-107720,2018-11-06,2018-11-13,VM-21685,186,74,2,46.26,7
199,US-2018-124303,2018-07-06,2018-07-13,FH-14365,187,75,2,2.95,7
200,US-2018-124303,2018-07-06,2018-07-13,FH-14365,188,75,2,16.06,7
201,CA-2018-105074,2018-06-24,2018-06-29,MB-17305,189,76,2,21.74,5
202,CA-2015-133690,2015-08-03,2015-08-05,BS-11755,190,77,3,218.75,2
203,CA-2015-133690,2015-08-03,2015-08-05,BS-11755,191,77,3,2.6,2
204,US-2018-116701,2018-12-17,2018-12-21,LC-17140,192,78,1,66.28,4
205,CA-2018-126382,2018-06-03,2018-06-07,HK-14890,193,79,2,35.17,4
206,CA-2018-108329,2018-12-09,2018-12-14,LE-16810,194,80,2,444.77,5
207,CA-2018-135860,2018-12-01,2018-12-07,JH-15985,195,81,2,83.92,6
208,CA-2018-135860,2018-12-01,2018-12-07,JH-15985,196,81,2,131.98,6
209,CA-2018-135860,2018-12-01,2018-12-07,JH-15985,123,81,2,15.92,6
210,CA-2018-135860,2018-12-01,2018-12-07,JH-15985,197,81,2,52.29,6
211,CA-2018-135860,2018-12-01,2018-12-07,JH-15985,198,81,2,91.99,6
212,CA-2016-101007,2016-02-09,2016-02-13,MS-17980,199,78,1,20.8,4
213,CA-2016-146262,2016-01-02,2016-01-09,VW-21775,200,82,2,23.68,7
214,CA-2016-146262,2016-01-02,2016-01-09,VW-21775,201,82,2,452.45,7
215,CA-2016-146262,2016-01-02,2016-01-09,VW-21775,105,82,2,62.98,7
216,CA-2016-146262,2016-01-02,2016-01-09,VW-21775,202,82,2,1188.0,7
217,CA-2016-146262,2016-01-02,2016-01-09,VW-21775,203,82,2,89.58,7
218,CA-2017-130162,2017-10-28,2017-11-01,JH-15910,179,4,2,93.06,4
219,CA-2017-130162,2017-10-28,2017-11-01,JH-15910,204,4,2,302.38,4
220,CA-2016-169397,2016-12-24,2016-12-27,JB-15925,205,83,3,5.58,3
221,CA-2016-169397,2016-12-24,2016-12-27,JB-15925,206,83,3,22.7,3
222,CA-2016-169397,2016-12-24,2016-12-27,JB-15925,92,83,3,19.78,3
223,CA-2016-169397,2016-12-24,2016-12-27,JB-15925,207,83,3,72.7,3
224,CA-2016-169397,2016-12-24,2016-12-27,JB-15925,208,83,3,479.99,3
225,CA-2016-169397,2016-12-24,2016-12-27,JB-15925,209,83,3,27.17,3
226,CA-2016-163055,2016-08-09,2016-08-16,DS-13180,210,84,2,2.2,7
227,CA-2016-163055,2016-08-09,2016-08-16,DS-13180,211,84,2,622.45,7
228,CA-2016-163055,2016-08-09,2016-08-16,DS-13180,212,84,2,21.98,7
229,US-2016-145436,2016-02-28,2016-03-04,VD-21670,213,85,2,161.57,5
230,US-2016-145436,2016-02-28,2016-03-04,VD-21670,214,85,2,389.7,5
231,US-2015-156216,2015-09-13,2015-09-17,EA-14035,215,44,2,18.65,4
232,US-2018-100930,2018-04-07,2018-04-12,CS-12400,216,86,2,233.86,5
233,US-2018-100930,2018-04-07,2018-04-12,CS-12400,217,86,2,620.61,5
234,US-2018-100930,2018-04-07,2018-04-12,CS-12400,215,86,2,5.33,5
235,US-2018-100930,2018-04-07,2018-04-12,CS-12400,218,86,2,258.07,5
236,US-2018-100930,2018-04-07,2018-04-12,CS-12400,219,86,2,617.98,5
237,CA-2018-160514,2018-11-12,2018-11-16,DB-13120,220,87,2,10.56,4
238,CA-2017-157749,2017-06-04,2017-06-09,KL-16645,221,27,1,25.92,5
239,CA-2017-157749,2017-06-04,2017-06-09,KL-16645,222,27,1,419.68,5
240,CA-2017-157749,2017-06-04,2017-06-09,KL-16645,223,27,1,11.69,5
241,CA-2017-157749,2017-06-04,2017-06-09,KL-16645,224,27,1,31.98,5
242,CA-2017-157749,2017-06-04,2017-06-09,KL-16645,225,27,1,177.22,5
243,CA-2017-157749,2017-06-04,2017-06-09,KL-16645,226,27,1,4.04,5
244,CA-2017-157749,2017-06-04,2017-06-09,KL-16645,184,27,1,7.41,5
245,CA-2015-131926,2015-06-01,2015-06-06,DW-13480,121,88,1,2001.86,5
246,CA-2015-131926,2015-06-01,2015-06-06,DW-13480,227,88,1,166.72,5
247,CA-2015-131926,2015-06-01,2015-06-06,DW-13480,228,88,1,47.88,5
248,CA-2015-131926,2015-06-01,2015-06-06,DW-13480,229,88,1,1503.25,5
249,CA-2015-131926,2015-06-01,2015-06-06,DW-13480,182,88,1,25.92,5
250,CA-2017-154739,2017-12-10,2017-12-15,LH-17155,230,10,1,321.57,5
251,CA-2017-145625,2017-09-11,2017-09-17,KC-16540,231,89,2,7.61,6
252,CA-2017-145625,2017-09-11,2017-09-17,KC-16540,219,89,2,3347.37,6
253,CA-2017-146941,2017-12-10,2017-12-13,DL-13315,232,24,3,80.58,3
254,CA-2017-146941,2017-12-10,2017-12-13,DL-13315,233,24,3,361.92,3
255,US-2016-159982,2016-11-28,2016-12-04,DR-12880,226,37,2,12.13,6
256,US-2016-159982,2016-11-28,2016-12-04,DR-12880,234,37,2,82.37,6
257,US-2016-159982,2016-11-28,2016-12-04,DR-12880,148,37,2,53.92,6
258,US-2016-159982,2016-11-28,2016-12-04,DR-12880,235,37,2,647.9,6
259,CA-2018-163139,2018-12-01,2018-12-03,CC-12670,236,30,1,20.37,2
260,CA-2018-163139,2018-12-01,2018-12-03,CC-12670,237,30,1,221.55,2
261,CA-2018-163139,2018-12-01,2018-12-03,CC-12670,238,30,1,17.52,2
262,US-2018-155299,2018-06-08,2018-06-12,Dl-13600,239,90,2,1.62,4
263,US-2015-106992,2015-09-19,2015-09-21,SB-20290,157,67,1,3059.98,2
264,US-2015-106992,2015-09-19,2015-09-21,SB-20290,240,67,1,2519.96,2
265,CA-2017-125318,2017-06-06,2017-06-13,RC-19825,241,27,2,328.22,7
266,CA-2016-155040,2016-11-10,2016-11-15,AH-10210,242,91,2,79.9,5
267,CA-2018-136826,2018-06-16,2018-06-20,CB-12535,243,92,2,14.02,4
268,CA-2017-111010,2017-01-22,2017-01-28,PG-18895,244,93,2,7.56,6
269,US-2018-145366,2018-12-09,2018-12-13,CA-12310,245,94,2,37.21,4
270,US-2018-145366,2018-12-09,2018-12-13,CA-12310,246,94,2,57.58,4
271,CA-2018-163979,2018-12-28,2019-01-02,KH-16690,247,95,1,725.84,5
272,CA-2016-155334,2016-07-30,2016-07-31,HA-14920,248,10,3,209.93,1
273,CA-2016-155334,2016-07-30,2016-07-31,HA-14920,249,10,3,5.28,1
274,CA-2016-155334,2016-07-30,2016-07-31,HA-14920,250,10,3,10.92,1
275,CA-2018-118136,2018-09-16,2018-09-17,BB-10990,251,96,3,8.82,1
276,CA-2018-118136,2018-09-16,2018-09-17,BB-10990,252,96,3,5.98,1
277,CA-2018-132976,2018-10-13,2018-10-17,AG-10495,253,12,2,11.65,4
278,CA-2018-132976,2018-10-13,2018-10-17,AG-10495,254,12,2,18.18,4
279,CA-2018-132976,2018-10-13,2018-10-17,AG-10495,255,12,2,59.71,4
280,CA-2018-132976,2018-10-13,2018-10-17,AG-10495,256,12,2,24.84,4
281,US-2016-161991,2016-09-26,2016-09-28,SC-20725,257,33,1,2.08,2
282,US-2016-161991,2016-09-26,2016-09-28,SC-20725,258,33,1,1114.4,2
283,CA-2016-130890,2016-11-02,2016-11-06,JO-15280,259,26,2,1038.84,4
284,CA-2016-130883,2016-09-26,2016-10-02,TB-21520,260,41,2,141.76,6
285,CA-2016-130883,2016-09-26,2016-10-02,TB-21520,261,41,2,239.8,6
286,CA-2016-130883,2016-09-26,2016-10-02,TB-21520,262,41,2,31.1,6
287,CA-2017-112697,2017-12-18,2017-12-20,AH-10195,263,97,1,254.06,2
288,CA-2017-112697,2017-12-18,2017-12-20,AH-10195,168,97,1,194.53,2
289,CA-2017-112697,2017-12-18,2017-12-20,AH-10195,264,97,1,961.48,2
290,CA-2017-110772,2017-11-20,2017-11-24,NZ-18565,265,48,1,19.1,4
291,CA-2017-110772,2017-11-20,2017-11-24,NZ-18565,266,48,1,18.5,4
292,CA-2017-110772,2017-11-20,2017-11-24,NZ-18565,267,48,1,255.98,4
293,CA-2017-110772,2017-11-20,2017-11-24,NZ-18565,268,48,1,86.97,4
294,CA-2015-111451,2015-12-26,2015-12-28,KL-16555,269,98,3,300.42,2
295,CA-2015-111451,2015-12-26,2015-12-28,KL-16555,270,98,3,230.35,2
296,CA-2015-111451,2015-12-26,2015-12-28,KL-16555,271,98,3,218.35,2
297,CA-2015-111451,2015-12-26,2015-12-28,KL-16555,272,98,3,78.6,2
298,CA-2015-111451,2015-12-26,2015-12-28,KL-16555,273,98,3,27.55,2
299,CA-2017-142545,2017-10-28,2017-11-03,JD-15895,274,99,2,32.4,6
300,CA-2017-142545,2017-10-28,2017-11-03,JD-15895,275,99,2,1082.48,6
301,CA-2017-142545,2017-10-28,2017-11-03,JD-15895,276,99,2,56.91,6
302,CA-2017-142545,2017-10-28,2017-11-03,JD-15895,277,99,2,77.6,6
303,CA-2017-142545,2017-10-28,2017-11-03,JD-15895,278,99,2,14.28,6
304,US-2018-152380,2018-11-19,2018-11-23,JH-15910,279,37,2,219.08,4
305,CA-2016-144253,2016-05-04,2016-05-09,AS-10225,280,24,1,26.8,5
306,CA-2015-130960,2015-12-30,2016-01-04,KB-16600,281,100,2,9.84,5
307,CA-2015-111003,2015-06-01,2015-06-06,CR-12625,282,101,2,45.48,5
308,CA-2015-111003,2015-06-01,2015-06-06,CR-12625,283,101,2,289.2,5
309,CA-2018-126774,2018-04-15,2018-04-17,SH-20395,284,102,3,4.89,2
310,CA-2017-142902,2017-09-12,2017-09-14,BP-11185,285,103,1,15.14,2
311,CA-2017-142902,2017-09-12,2017-09-14,BP-11185,286,103,1,466.77,2
312,CA-2017-142902,2017-09-12,2017-09-14,BP-11185,287,103,1,15.23,2
313,CA-2017-142902,2017-09-12,2017-09-14,BP-11185,288,103,1,6.26,2
314,CA-2015-120887,2015-09-27,2015-10-03,TS-21205,289,104,2,87.54,6
315,CA-2015-167850,2015-08-09,2015-08-16,AG-10525,290,105,2,178.38,7
316,CA-2015-167850,2015-08-09,2015-08-16,AG-10525,291,105,2,15.55,7
317,CA-2015-164259,2015-12-28,2015-12-30,SP-20860,292,106,3,99.14,2
318,CA-2015-164973,2015-11-04,2015-11-09,NM-18445,293,24,2,135.88,5
319,CA-2015-164973,2015-11-04,2015-11-09,NM-18445,294,24,2,3991.98,5
320,CA-2015-164973,2015-11-04,2015-11-09,NM-18445,41,24,2,275.94,5
321,CA-2015-164973,2015-11-04,2015-11-09,NM-18445,295,24,2,360.0,5
322,CA-2015-164973,2015-11-04,2015-11-09,NM-18445,124,24,2,43.57,5
323,CA-2015-156601,2015-09-19,2015-09-24,FA-14230,296,107,2,7.16,5
324,CA-2017-162138,2017-04-23,2017-04-27,GK-14620,272,108,2,251.52,4
